uuid,color_ok,b_avg,g_avg,r_avg,saturation_avg,brightness_avg
17883662073537316,True,218.4931333333334,207.66976666666667,205.1238666666665,24.152166666666663,218.51737777777777
18041774132716823,True,205.89650000000017,205.4680555555556,212.412875,19.25484722222222,214.92581944444444
17996352464762785,True,97.90262500000004,115.39594444444442,138.057625,75.91023611111112,138.05893055555555
17925664248269752,True,209.75379166666667,191.0312222222222,200.92855555555545,34.32915277777778,216.77281944444445
17874555414593943,True,199.12502666666668,191.56956,189.89597333333327,13.58952,199.78184
18099046466279418,True,115.45268148148156,129.30964444444436,139.32773333333336,52.45234074074074,140.2187111111111
17854759362651162,True,166.37168888888883,193.33161481481483,184.3942222222223,47.75776296296296,196.07502222222223
18089724839586639,True,123.760485762144,113.51274706867666,125.00244556113913,60.59753768844221,138.79539363484088
17914532814359580,True,82.5568592592593,77.48100740740742,111.7888296296296,87.14005925925926,113.51263703703704
18065847272673855,True,132.5231407407408,141.31222222222226,145.96512592592606,54.1217037037037,151.39034074074075
18085312832626662,True,196.46569037656903,199.9454672245467,200.89576011157604,13.98852161785216,203.10659693165968
18102749833779943,True,107.69104602510458,120.35376569037648,142.60871687587172,85.43514644351464,145.4097768479777
17932297998237135,True,159.87608089260817,194.40952580195253,205.16316596931657,58.190557880055785,206.45292887029288
17985643358990303,True,120.79709722222223,127.9531388888889,125.89174999999992,48.88370833333333,134.58420833333332
18072133754239806,True,103.21521111111112,118.89562222222226,139.48514444444422,93.98704444444444,139.58007777777777
18071480294646932,True,151.6285277777778,146.0740833333333,141.34341666666666,30.44945833333333,153.02783333333332
18173199187398517,True,77.50355555555555,68.95973333333335,67.10031111111111,71.10318518518518,82.91928888888889
18090707089921787,True,71.52197037037035,77.84632592592587,86.36866666666666,60.10734814814815,89.4066962962963
18101122237994097,True,123.62888888888892,139.58915277777774,156.87594444444443,64.29181944444444,160.4993888888889
18162487822431356,True,169.4046822742476,167.46617614269792,172.75735785953185,19.49952062430324,176.4830546265329
17948797509127064,True,87.23207407407409,101.11114074074074,121.8184,87.6084,122.37222222222222
18059684891448928,True,189.19004444444448,175.99288888888896,164.58164444444438,49.90427777777778,189.5662
17889524361452199,True,130.5027083333333,147.26126388888875,155.66122222222234,64.50527777777778,166.54336111111112
18064296521688151,True,72.99927777777778,76.10565277777775,74.20627777777776,78.38413888888888,87.89963888888889
17929807017250546,True,151.45001394700134,158.94665271966525,178.555230125523,64.46991631799163,185.21470013947
18583191058042383,True,187.12322222222213,183.94966666666664,179.80390277777764,26.739652777777778,193.1393888888889
18099774637876176,True,226.9834027777777,220.1477361111112,214.431875,28.032777777777778,231.340625
18097370537035621,True,186.97322962962963,191.35171851851865,195.11475555555543,25.79943703703704,196.830325925926
18091963930911160,True,186.2877499999999,188.02602777777764,200.8231111111112,22.57606944444445,200.84869444444445
18139474012505514,True,204.1937777777777,206.90802777777773,201.9549722222221,25.359819444444444,212.51223611111112
18578777815012165,True,116.06376569037664,120.1386052998606,116.22196652719671,61.95926080892608,130.9047838214784
17985018233969627,True,192.98469444444427,193.83601388888897,194.918763888889,25.17716666666667,198.5798888888889
18110281936642053,True,137.97811111111116,145.0843194444445,154.10109722222222,38.65733333333333,154.45723611111111
18109103689669036,True,205.90530555555569,209.6070694444444,208.67581944444447,14.283402777777775,212.1134722222222
18095621822027501,True,96.65392592592592,111.71557037037036,122.7840444444444,53.49728888888889,125.47568888888888
17932883706223607,True,118.65825256975036,134.9575917767988,150.92622613803232,66.4934067547724,151.59960352422908
18387161635094617,True,212.14693333333332,209.7265333333333,208.2553777777777,18.69407407407408,214.86565925925925
18114768121737606,True,97.4912777777777,104.87619999999993,112.85640000000004,55.42958888888889,118.6649
18100040743960726,True,195.9310972222221,199.27770833333344,204.3305833333333,22.685222222222222,204.66625
18312111610273620,True,136.66897777777774,139.26782222222224,152.23937777777778,82.44173333333333,168.55565925925927
18079258832418370,True,132.16127247579527,136.03746887966807,136.31138312586444,35.61746887966805,141.27821576763486
18127659334514293,True,87.38723611111111,105.52725,122.71850000000008,122.649,126.10706944444443
18100984031489798,True,57.29148148148143,88.47051851851856,133.03869629629622,158.2576148148148,134.15145185185185
18421877203131364,True,164.90383703703696,165.53296296296304,166.35145185185186,25.456325925925928,171.55717037037036
17958571692074354,True,91.37922962962968,134.46370370370371,166.65173333333334,132.38281481481482,166.71991111111112
18081941285084249,True,146.77127777777778,163.29115277777782,174.18702777777784,44.75179166666667,174.5630138888889
17885455332379068,True,222.0994074074075,224.59758518518504,229.988237037037,14.675051851851851,231.0414962962963
17885395638372141,True,29.581375,93.5665555555556,14.080125000000004,197.72556944444443,94.19105555555556
17937507531033357,True,189.4286889818688,195.82157601115745,202.8742677824269,21.89027894002789,202.90188284518828
17960274612062127,True,189.7549333333332,188.7531222222221,189.2073555555554,4.791311111111111,190.2318
18184433212327414,True,198.4002882205513,195.18285714285705,195.35046365914803,8.423345864661654,199.67926065162908
17860109595626687,True,133.17675000000003,140.22625,138.05398611111104,43.78315277777778,143.40027777777777
17866674591616784,True,117.895375,150.84206944444438,178.28220833333336,92.44959722222222,178.38175
18068984969660358,True,92.5836527777778,94.47631944444448,95.22890277777783,27.65648611111111,98.37216666666669
17940545565017543,True,120.55988148148155,120.3890222222223,114.894088888889,47.62397037037037,126.67755555555556
17960449511932586,True,134.302510460251,132.25599721059973,132.16654114365411,5.658228730822873,134.57486750348676
18094730873041804,True,222.0980694444444,227.83913888888875,219.48050000000003,16.505569444444443,231.11408333333333
18111103852872039,True,133.8900833333334,132.02308333333332,131.19190277777784,22.792708333333334,137.00241666666668
17872543035478626,True,215.99944444444432,219.85775000000012,220.7173472222224,15.654055555555557,225.0913888888889
18098123858285242,True,159.14449999999997,134.36143055555556,130.12848611111113,130.12569444444443,180.5366527777778
18076003058179320,True,64.44279999999999,101.45151111111112,128.9835259259259,144.9831111111111,128.98355555555557
18077576813542281,True,52.23262222222219,64.92437037037037,80.78164444444445,110.6086074074074,81.28376296296297
17862055419564144,True,101.72748148148143,113.30382222222222,126.7010074074073,79.10660740740741,129.08268148148147
17940068913192181,True,128.7026814814815,144.6126962962963,160.5860592592593,57.12709629629629,161.19026666666667
18577440643028588,True,191.79845925925923,194.95157037037035,182.05562962962964,41.31591111111111,200.40831111111112
18082207532618173,True,113.96312499999998,123.49620833333329,129.14355555555557,55.877208333333336,131.63955555555555
18416510893133868,True,135.97394444444447,141.51922222222228,144.81356944444448,65.29802777777778,154.82133333333334
18066468809427886,True,219.40835425383528,215.9183263598325,222.2153417015342,20.30730822873082,226.3711157601116
18105584320925383,True,175.72213888888896,182.768625,206.7178888888888,43.037958333333336,206.7588055555556
18052551101514713,True,90.10885555555556,95.3761333333333,97.3429777777778,80.8738,106.7127888888889
17985329489798365,True,206.48125000000007,208.6432638888888,216.5256944444445,32.16365277777778,223.97044444444444
17884200726516930,True,238.01938888888884,236.0854555555556,230.09867777777788,12.25281111111111,238.29434444444445
